barangay,city,province,region,urban_or_rural,population_2020
San Francisco,Macabebe,Pampanga,Region III (Central Luzon),U," 2,024 "
Tolega Sur,Moncada,Tarlac,Region III (Central Luzon),R," 1,557 "
San Andres,Victoria,Tarlac,Region III (Central Luzon),R," 2,489 "
Beneg,Botolan,Zambales,Region III (Central Luzon),R," 1,969 "
Detailen,Maria Aurora,Aurora,Region III (Central Luzon),R, 989 
Alagao,Bauan,Batangas,Region IV-A (CALABARZON),R," 2,505 "
Payapa,Padre Garcia,Batangas,Region IV-A (CALABARZON),R," 3,500 "
Mataas Na Lupa,San Pascual,Batangas,Region IV-A (CALABARZON),R," 2,277 "
Pag-Asa,Taysan,Batangas,Region IV-A (CALABARZON),U," 2,496 "
Dao,Tuy,Batangas,Region IV-A (CALABARZON),R," 1,780 "
Buho,Amadeo,Cavite,Region IV-A (CALABARZON),R," 1,704 "
Salinas I,City of Bacoor,Cavite,Region IV-A (CALABARZON),U," 19,658 "
Aniban III,City of Bacoor,Cavite,Region IV-A (CALABARZON),R, 837 
Barangay 25,City of Cavite,Cavite,Region IV-A (CALABARZON),R, 362 
Emmanuel Bergado II,City of Dasmariñas,Cavite,Region IV-A (CALABARZON),R," 2,796 "
Panungyanan,City of General Trias,Cavite,Region IV-A (CALABARZON),R," 3,746 "
Miguel Mojica,Mendez,Cavite,Region IV-A (CALABARZON),R," 1,242 "
Salcedo II,Noveleta,Cavite,Region IV-A (CALABARZON),U," 6,414 "
Damayan ,Famy,Laguna,Region IV-A (CALABARZON),R, 813 
San Salvador,Luisiana,Laguna,Region IV-A (CALABARZON),R, 626 
Bagumbayan ,Paete,Laguna,Region IV-A (CALABARZON),U," 5,503 "
Antipolo,Rizal,Laguna,Region IV-A (CALABARZON),R," 2,999 "
Kanlurang Maligaya,Agdangan,Quezon,Region IV-A (CALABARZON),R, 311 
Mabini,Buenavista,Quezon,Region IV-A (CALABARZON),R, 316 
Langgas,Infanta,Quezon,Region IV-A (CALABARZON),R," 1,107 "
Lual,Infanta,Quezon,Region IV-A (CALABARZON),R," 1,226 "
Lutucan 1,Sariaya,Quezon,Region IV-A (CALABARZON),U," 4,961 "
Mayowe,City of Tayabas,Quezon,Region IV-A (CALABARZON),R, 860 
Del Rosario,Tiaong,Quezon,Region IV-A (CALABARZON),R," 1,753 "
Ipil,Bongabong,Oriental Mindoro,MIMAROPA Region,R," 2,529 "
Maidlang,City of Calapan ,Oriental Mindoro,MIMAROPA Region,R," 1,186 "
Andres Bonifacio,Gloria,Oriental Mindoro,MIMAROPA Region,R," 1,455 "
San Jose,Naujan,Oriental Mindoro,MIMAROPA Region,R, 778 
Binga,San Vicente,Palawan,MIMAROPA Region,R," 1,808 "
San Roque,Malilipot,Albay,Region V (Bicol Region),R," 2,445 "
Balza,Malinao,Albay,Region V (Bicol Region),R," 2,279 "
Kinale,Polangui,Albay,Region V (Bicol Region),R," 2,700 "
Mansalaya,Del Gallego,Camarines Sur,Region V (Bicol Region),R," 1,174 "
Denrica,Garchitorena,Camarines Sur,Region V (Bicol Region),R," 1,538 "
Bagumbayan,Libmanan,Camarines Sur,Region V (Bicol Region),U," 1,873 "
Concepcion,Libmanan,Camarines Sur,Region V (Bicol Region),R," 2,130 "
Bagongbong,Minalabac,Camarines Sur,Region V (Bicol Region),R, 987 
San Francisco ,City of Naga,Camarines Sur,Region V (Bicol Region),U, 722 
Catalotoan,San Jose,Camarines Sur,Region V (Bicol Region),R, 933 
Mangapo,Sipocot,Camarines Sur,Region V (Bicol Region),R, 637 
Sagrada,Bagamanoc,Catanduanes,Region V (Bicol Region),R, 865 
Libjo,Bato,Catanduanes,Region V (Bicol Region),R, 397 
Datag West,Caramoran,Catanduanes,Region V (Bicol Region),R," 1,008 "
Pangilao,San Miguel,Catanduanes,Region V (Bicol Region),R, 314 
Mariposa,Aroroy,Masbate,Region V (Bicol Region),R," 1,337 "
Cawayan Interior,City of Masbate ,Masbate,Region V (Bicol Region),R, 909 
Campana,Uson,Masbate,Region V (Bicol Region),R, 930 
E. Quirino,Bulan,Sorsogon,Region V (Bicol Region),R, 619 
Sablayan,Juban,Sorsogon,Region V (Bicol Region),R, 994 
Mabanate,Pilar,Sorsogon,Region V (Bicol Region),R," 1,771 "
Bugtongbato,Ibajay,Aklan,Region VI (Western Visayas),R," 1,708 "
Bito-on Ilawod,Cuartero,Capiz,Region VI (Western Visayas),R," 1,093 "
Basiao,Ivisan,Capiz,Region VI (Western Visayas),R," 3,091 "
Tawog,Sigma,Capiz,Region VI (Western Visayas),R, 854 
Lahug,Tapaz,Capiz,Region VI (Western Visayas),R, 362 
Sulong,Alimodian,Iloilo,Region VI (Western Visayas),R," 1,049 "
Balabag,Anilao,Iloilo,Region VI (Western Visayas),R," 1,447 "
Dugwakan,Banate,Iloilo,Region VI (Western Visayas),R, 828 
Isla De Cana,Carles,Iloilo,Region VI (Western Visayas),R, 380 
Binaba-an Armada,Lambunao,Iloilo,Region VI (Western Visayas),R, 359 
Liñagan Calsada,Maasin,Iloilo,Region VI (Western Visayas),R, 406 
Agdahon,City of Passi,Iloilo,Region VI (Western Visayas),R," 2,725 "
San Antonio,San Enrique,Iloilo,Region VI (Western Visayas),R, 747 
Bgy. 2 Pob.,San Miguel,Iloilo,Region VI (Western Visayas),R, 560 
Tamlang,City of Escalante,Negros Occidental,Region VI (Western Visayas),R," 2,300 "
Nato,La Castellana,Negros Occidental,Region VI (Western Visayas),R," 4,230 "
Barangay 5 ,Moises Padilla,Negros Occidental,Region VI (Western Visayas),R, 598 
Montesuerte,Carmen,Bohol,Region VII (Central Visayas),R," 2,943 "
Dagohoy,Inabanga,Bohol,Region VII (Central Visayas),R," 1,607 "
Tubod Mar,Jagna,Bohol,Region VII (Central Visayas),R, 634 
Campao Occidental,Getafe,Bohol,Region VII (Central Visayas),R, 535 
Lomanoy,Lila,Bohol,Region VII (Central Visayas),R, 633 
Nailo,Valencia,Bohol,Region VII (Central Visayas),R, 509 
Clavera,Borbon,Cebu,Region VII (Central Visayas),R," 1,889 "
Poblacion,Daanbantayan,Cebu,Region VII (Central Visayas),U," 8,402 "
Doldol,Dumanjug,Cebu,Region VII (Central Visayas),R," 1,969 "
Lataban,Liloan,Cebu,Region VII (Central Visayas),R," 2,516 "
Pooc,Santa Fe,Cebu,Region VII (Central Visayas),R," 3,423 "
Luz,City of Guihulngan,Negros Oriental,Region VII (Central Visayas),R," 1,713 "
Dahile,Mabinay,Negros Oriental,Region VII (Central Visayas),R," 4,035 "
Tigbawan ,Lazi,Siquijor,Region VII (Central Visayas),R," 1,642 "
Dumanhog,Siquijor ,Siquijor,Region VII (Central Visayas),R, 668 
Magsaysay,General Macarthur,Eastern Samar,Region VIII (Eastern Visayas),R, 147 
Vigan,General Macarthur,Eastern Samar,Region VIII (Eastern Visayas),R," 1,314 "
San Miguel,Hernani,Eastern Samar,Region VIII (Eastern Visayas),R, 960 
Magsaysay,Alangalang,Leyte,Region VIII (Eastern Visayas),R, 916 
Banahao,City of Baybay,Leyte,Region VIII (Eastern Visayas),R, 832 
Macaalang,Dagami,Leyte,Region VIII (Eastern Visayas),R, 299 
San Antonio Pob.,Dagami,Leyte,Region VIII (Eastern Visayas),R, 653 
Poblacion District 2,La Paz,Leyte,Region VIII (Eastern Visayas),R, 824 
Paril,Mahaplag,Leyte,Region VIII (Eastern Visayas),R, 435 
Curva,Ormoc City,Leyte,Region VIII (Eastern Visayas),R," 3,309 "
Cagaasan,Laoang,Northern Samar,Region VIII (Eastern Visayas),R, 632 
Calintaan Pob.,Laoang,Northern Samar,Region VIII (Eastern Visayas),R," 1,160 "
Pio Del Pilar,Lapinig,Northern Samar,Region VIII (Eastern Visayas),R, 405 
Dale,San Roque,Northern Samar,Region VIII (Eastern Visayas),U," 1,836 "
Acedillo,Victoria,Northern Samar,Region VIII (Eastern Visayas),R, 330 
Old San Agustin,Basey,Samar,Region VIII (Eastern Visayas),R," 1,810 "
Himyangan,Villareal,Samar,Region VIII (Eastern Visayas),R, 640 
Pagsa-ogan,Paranas,Samar,Region VIII (Eastern Visayas),R, 414 
Cawayan,Libagon,Southern Leyte,Region VIII (Eastern Visayas),R, 947 
Abgao ,City of Maasin ,Southern Leyte,Region VIII (Eastern Visayas),U," 2,510 "
Dagsa,Sogod,Southern Leyte,Region VIII (Eastern Visayas),R, 525 
Camansi,Tomas Oppus,Southern Leyte,Region VIII (Eastern Visayas),R, 382 
Union,Caibiran,Biliran,Region VIII (Eastern Visayas),R," 1,180 "
Patag,Culaba,Biliran,Region VIII (Eastern Visayas),R, 531 
San Pablo,Naval ,Biliran,Region VIII (Eastern Visayas),R," 1,809 "
La Union,Labason,Zamboanga del Norte,Region IX (Zamboanga Peninsula),R," 2,188 "
El Paraiso,Liloy,Zamboanga del Norte,Region IX (Zamboanga Peninsula),R, 715 
Talinga,Sindangan,Zamboanga del Norte,Region IX (Zamboanga Peninsula),R," 1,761 "
Dionisio Riconalla,Siocon,Zamboanga del Norte,Region IX (Zamboanga Peninsula),R," 1,688 "
Gatas,Kalawit,Zamboanga del Norte,Region IX (Zamboanga Peninsula),R," 1,952 "
Lamare,Bayog,Zamboanga del Sur,Region IX (Zamboanga Peninsula),R," 1,004 "
Camanga,Tukuran,Zamboanga del Sur,Region IX (Zamboanga Peninsula),R," 2,469 "
Manilan,Tukuran,Zamboanga del Sur,Region IX (Zamboanga Peninsula),R, 655 
Danlugan,Buug,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),R, 425 
Abunda,Mabuhay,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),R, 893 
Lower Sulitan,Naga,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),R, 921 
Matim,Olutanga,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),R," 1,050 "
Lacolac,Baungon,Bukidnon,Region X (Northern Mindanao),R, 506 
Mabuhay,Baungon,Bukidnon,Region X (Northern Mindanao),R," 1,599 "
Sagbayan,Dangcagan,Bukidnon,Region X (Northern Mindanao),R," 1,288 "
Bacnit,Sagay,Camiguin,Region X (Northern Mindanao),R, 866 
Santa Cruz,Kapatagan,Lanao del Norte,Region X (Northern Mindanao),R," 1,291 "
Sugod,Sultan Naga Dimaporo,Lanao del Norte,Region X (Northern Mindanao),R," 1,116 "
Riverside,Kolambugan,Lanao del Norte,Region X (Northern Mindanao),R," 1,857 "
Mama-anon,Sapad,Lanao del Norte,Region X (Northern Mindanao),R, 715 
Pili,Sapad,Lanao del Norte,Region X (Northern Mindanao),R," 1,243 "
Taguranao,Tubod ,Lanao del Norte,Region X (Northern Mindanao),R, 962 
Zamora,Aloran,Misamis Occidental,Region X (Northern Mindanao),R, 771 
Divisoria,Plaridel,Misamis Occidental,Region X (Northern Mindanao),R, 253 
Alipuaton,Salay,Misamis Oriental,Region X (Northern Mindanao),R," 1,068 "
Tambobong,Villanueva,Misamis Oriental,Region X (Northern Mindanao),R, 17 
Balagunan,Santo Tomas,Davao del Norte,Region XI (Davao Region),U," 6,230 "
Palili,Padada,Davao del Sur,Region XI (Davao Region),R," 1,318 "
Luparan,Sulop,Davao del Sur,Region XI (Davao Region),R," 1,442 "
Upper Ulip,Monkayo,Davao de Oro,Region XI (Davao Region),R," 3,943 "
Meochao,City of Kidapawan ,Cotabato,Region XII (SOCCSKSARGEN),R," 1,830 "
Minamaing,Matalam,Cotabato,Region XII (SOCCSKSARGEN),R," 2,123 "
New Antique,M'Lang,Cotabato,Region XII (SOCCSKSARGEN),R," 3,396 "
Renibon,Pigkawayan,Cotabato,Region XII (SOCCSKSARGEN),R," 1,078 "
F. Cajelo,President Roxas,Cotabato,Region XII (SOCCSKSARGEN),R, 755 
Dualing,Aleosan,Cotabato,Region XII (SOCCSKSARGEN),R," 3,412 "
Laguinding,Esperanza,Sultan Kudarat,Region XII (SOCCSKSARGEN),R," 2,528 "
Tambak,Lambayong,Sultan Kudarat,Region XII (SOCCSKSARGEN),R," 2,982 "
Alegria,Alabel ,Sarangani,Region XII (SOCCSKSARGEN),U," 8,899 "
Bayaan,Dolores,Abra,Cordillera Administrative Region (CAR),R, 507 
Salucag,Dolores,Abra,Cordillera Administrative Region (CAR),R, 394 
Colabaoan,San Juan,Abra,Cordillera Administrative Region (CAR),R, 273 
Sinacbat,Bakun,Benguet,Cordillera Administrative Region (CAR),R," 1,480 "
Lusod,Kabayan,Benguet,Cordillera Administrative Region (CAR),R, 872 
Galonogon,Aguinaldo,Ifugao,Cordillera Administrative Region (CAR),R," 1,239 "
Camandag,Asipulo,Ifugao,Cordillera Administrative Region (CAR),R," 4,193 "
Bantey,Tadian,Mountain Province,Cordillera Administrative Region (CAR),R, 721 
San Juan,Santa Marcela,Apayao,Cordillera Administrative Region (CAR),R, 596 
Mambalili,Bunawan,Agusan del Sur,Region XIII (Caraga),R," 3,349 "
San Teodoro,Bunawan,Agusan del Sur,Region XIII (Caraga),U," 7,084 "
Tandang Sora,Esperanza,Agusan del Sur,Region XIII (Caraga),R, 854 
Violanta,Loreto,Agusan del Sur,Region XIII (Caraga),R," 1,572 "
Caguyao,City of Bislig,Surigao del Sur,Region XIII (Caraga),R, 866 
Panayogon,Madrid,Surigao del Sur,Region XIII (Caraga),R," 1,045 "
Cagdapao,Tago,Surigao del Sur,Region XIII (Caraga),R," 1,110 "
Benembengan Lower,Sumisip,Basilan,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R, 920 
Bandingun,Bayang,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R, 556 
Dibarosan,Bubong,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R, 599 
Pantaon,Ganassi,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R, 743 
Kormatan,Madalum,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R, 547 
Pagayawan,Madalum,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R," 1,010 "
Poblacion,Marantao,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R, 892 
Cabingan,City of Marawi ,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R," 4,390 "
Ragayan,Poona Bayabao,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R," 3,009 "
Lumasa,Taraka,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R, 443 
Banga,Wao,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R," 1,567 "
Muslim Village,Wao,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R," 1,178 "
Parian Kayawan,Lugus,Sulu,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),U," 5,182 "
Tingkangan,Lugus,Sulu,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R," 1,217 "
Bagoenged,Datu Odin Sinsuat,Maguindanao del Norte,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R," 2,099 "
Katidtuan,Kabuntalan,Maguindanao del Norte,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R," 1,319 "
Paltit,Badoc,Ilocos Norte,Region I (Ilocos Region),R," 1,589 "
Mandaloque,Dingras,Ilocos Norte,Region I (Ilocos Region),R, 647 
"Bgy. No. 1, San Lorenzo ",City of Laoag ,Ilocos Norte,Region I (Ilocos Region),U," 5,458 "
Batuli,Pasuquin,Ilocos Norte,Region I (Ilocos Region),R, 452 
Salsalamagui,Vintar,Ilocos Norte,Region I (Ilocos Region),R," 1,181 "
Dinwede East,Cervantes,Ilocos Sur,Region I (Ilocos Region),R, 739 
Casiber,Santa,Ilocos Sur,Region I (Ilocos Region),R, 533 
Ag-agrao,Santa Maria,Ilocos Sur,Region I (Ilocos Region),R," 1,076 "
Uso,Suyo,Ilocos Sur,Region I (Ilocos Region),R," 1,366 "
Pacac,Tagudin,Ilocos Sur,Region I (Ilocos Region),R, 941 
New Poblacion,Burgos,La Union,Region I (Ilocos Region),R, 891 
Baybay,Aguilar,Pangasinan,Region I (Ilocos Region),R," 3,681 "
Beleng,Bayambang,Pangasinan,Region I (Ilocos Region),U," 1,722 "
Inanlorenza,Bayambang,Pangasinan,Region I (Ilocos Region),R," 1,215 "
Palaming,City of San Carlos,Pangasinan,Region I (Ilocos Region),R," 3,141 "
Labney,San Jacinto,Pangasinan,Region I (Ilocos Region),R," 2,615 "
Santa Cruz,San Jacinto,Pangasinan,Region I (Ilocos Region),R, 573 
Bituag,Urbiztondo,Pangasinan,Region I (Ilocos Region),R," 2,451 "
Nancayasan,City of Urdaneta,Pangasinan,Region I (Ilocos Region),U," 8,742 "
Manaoag,Iguig,Cagayan,Region II (Cagayan Valley),R," 1,181 "
Nagattatan,Pamplona,Cagayan,Region II (Cagayan Valley),R," 1,618 "
Calassitan,Santo Niño,Cagayan,Region II (Cagayan Valley),R," 1,174 "
Ugac Sur,Tuguegarao City ,Cagayan,Region II (Cagayan Valley),U," 9,923 "
Canan,Cabatuan,Isabela,Region II (Cagayan Valley),R," 1,894 "
Osmeña,City of Ilagan ,Isabela,Region II (Cagayan Valley),U," 3,225 "
Old Centro II,San Mateo,Isabela,Region II (Cagayan Valley),R, 994 
Caddangan/Limbauan,San Pablo,Isabela,Region II (Cagayan Valley),R," 1,646 "
Ligaya,Aglipay,Quirino,Region II (Cagayan Valley),R," 2,027 "
Landing,Limay,Bataan,Region III (Central Luzon),R," 3,191 "
Pinagbarilan,City of Baliwag,Bulacan,Region III (Central Luzon),U," 6,580 "
Masile,City of Malolos ,Bulacan,Region III (Central Luzon),R, 772 
Santo Niño,Paombong,Bulacan,Region III (Central Luzon),R," 3,574 "
Lumang Bayan,Plaridel,Bulacan,Region III (Central Luzon),U," 5,609 "
Santo Niño,Plaridel,Bulacan,Region III (Central Luzon),U," 10,721 "
Bagong Buhay I,City of San Jose Del Monte,Bulacan,Region III (Central Luzon),U," 7,264 "
San Martin II,City of San Jose Del Monte,Bulacan,Region III (Central Luzon),R," 3,527 "
M. S. Garcia,City of Cabanatuan,Nueva Ecija,Region III (Central Luzon),U," 6,148 "
Aduas Norte,City of Cabanatuan,Nueva Ecija,Region III (Central Luzon),U," 5,755 "
Dampulan ,Jaen,Nueva Ecija,Region III (Central Luzon),R," 4,946 "
Santa Maria,Licab,Nueva Ecija,Region III (Central Luzon),R," 4,347 "
Agupalo Este,Lupao,Nueva Ecija,Region III (Central Luzon),R," 1,485 "
Santolan,City of Palayan ,Nueva Ecija,Region III (Central Luzon),R," 1,996 "
Libueg,Camiling,Tarlac,Region III (Central Luzon),R," 2,561 "
Cadmang-Reserva,Cabangan,Zambales,Region III (Central Luzon),R," 2,427 "
Buhawen,San Marcelino,Zambales,Region III (Central Luzon),R," 3,256 "
Aplaya,Dingalan,Aurora,Region III (Central Luzon),R," 2,148 "
San Leonardo,Maria Aurora,Aurora,Region III (Central Luzon),R, 595 
Pulong Anahao,Mabini,Batangas,Region IV-A (CALABARZON),R," 1,457 "
San Carlos,Rosario,Batangas,Region IV-A (CALABARZON),U," 3,799 "
Pook,Taal,Batangas,Region IV-A (CALABARZON),R, 956 
Sulsugin,Alfonso,Cavite,Region IV-A (CALABARZON),R," 1,459 "
San Agustin III,City of Dasmariñas,Cavite,Region IV-A (CALABARZON),U," 10,178 "
San Francisco,City of General Trias,Cavite,Region IV-A (CALABARZON),U," 83,629 "
Maitim 2nd Central,City of Tagaytay,Cavite,Region IV-A (CALABARZON),R," 1,536 "
Sumucab,Cavinti,Laguna,Region IV-A (CALABARZON),R, 421 
Burlungan,Magdalena,Laguna,Region IV-A (CALABARZON),R, 729 
Kinamaligan,Calauag,Quezon,Region IV-A (CALABARZON),R, 581 
Polo,Santa Cruz,Marinduque,MIMAROPA Region,R, 845 
Poblacion 8,Mamburao ,Occidental Mindoro,MIMAROPA Region,R," 1,198 "
Rumbang,Rizal,Occidental Mindoro,MIMAROPA Region,R," 3,936 "
Bukal,Bongabong,Oriental Mindoro,MIMAROPA Region,R, 864 
Apitong,Naujan,Oriental Mindoro,MIMAROPA Region,R," 2,523 "
Magsaysay,Santa Fe,Romblon,MIMAROPA Region,R," 1,665 "
Alcala,Daraga,Albay,Region V (Bicol Region),R," 3,190 "
Lacag,Daraga,Albay,Region V (Bicol Region),R," 2,683 "
San Vicente,Jovellar,Albay,Region V (Bicol Region),R," 2,158 "
Malobago,Manito,Albay,Region V (Bicol Region),R, 819 
Tinalmud Nuevo,Libmanan,Camarines Sur,Region V (Bicol Region),R," 1,044 "
Cagnipa,Presentacion,Camarines Sur,Region V (Bicol Region),R, 885 
San Antonio ,San Jose,Camarines Sur,Region V (Bicol Region),R," 1,015 "
Santa Isabel,Bato,Catanduanes,Region V (Bicol Region),R, 147 
Baldoc,Pandan,Catanduanes,Region V (Bicol Region),R, 784 
Santa Cruz,Virac ,Catanduanes,Region V (Bicol Region),U, 974 
San Jose,San Pascual,Masbate,Region V (Bicol Region),R," 1,409 "
Jamorawon,Bulan,Sorsogon,Region V (Bicol Region),R, 869 
Binanuahan ,Pilar,Sorsogon,Region V (Bicol Region),R," 1,889 "
Pinagsalog,Pilar,Sorsogon,Region V (Bicol Region),R, 482 
Tinigaw,Kalibo ,Aklan,Region VI (Western Visayas),U," 3,269 "
Tigbobolo,Culasi,Antique,Region VI (Western Visayas),R, 446 
Abiera,Sebaste,Antique,Region VI (Western Visayas),R," 2,938 "
Tigmamale,Valderrama,Antique,Region VI (Western Visayas),R, 891 
Olalo,Pilar,Capiz,Region VI (Western Visayas),R, 500 
Binuntucan,Pontevedra,Capiz,Region VI (Western Visayas),U," 5,228 "
Cogon,City of Roxas ,Capiz,Region VI (Western Visayas),R," 2,204 "
Tiza,City of Roxas ,Capiz,Region VI (Western Visayas),U," 8,919 "
Bingauan,Badiangan,Iloilo,Region VI (Western Visayas),R, 980 
Balabag,Cabatuan,Iloilo,Region VI (Western Visayas),R, 458 
Rosario,Dumangas,Iloilo,Region VI (Western Visayas),R," 1,684 "
Lutungan,Igbaras,Iloilo,Region VI (Western Visayas),R, 751 
Yawyawan,Lemery,Iloilo,Region VI (Western Visayas),R, 617 
Piandaan West,Maasin,Iloilo,Region VI (Western Visayas),R, 410 
San Antonio,Oton,Iloilo,Region VI (Western Visayas),R," 2,435 "
Amayong,San Dionisio,Iloilo,Region VI (Western Visayas),R, 480 
San Sebastian,Santa Barbara,Iloilo,Region VI (Western Visayas),R," 1,508 "
Anahaw,Hinigaran,Negros Occidental,Region VI (Western Visayas),R," 3,343 "
Barangay Zone 4 ,Pulupandan,Negros Occidental,Region VI (Western Visayas),R," 1,534 "
Patag,City of Silay,Negros Occidental,Region VI (Western Visayas),R," 3,446 "
Boyog Norte,Balilihan,Bohol,Region VII (Central Visayas),R, 194 
Cabacnitan,Bilar,Bohol,Region VII (Central Visayas),R, 733 
Nueva Granada,Buenavista,Bohol,Region VII (Central Visayas),R, 723 
Mantatao,Calape,Bohol,Region VII (Central Visayas),R, 972 
Cogtong,Candijay,Bohol,Region VII (Central Visayas),R," 2,496 "
Panadtaran,Candijay,Bohol,Region VII (Central Visayas),R, 922 
Imelda,Duero,Bohol,Region VII (Central Visayas),R, 574 
Ilaud,Pilar,Bohol,Region VII (Central Visayas),R, 775 
Kagawasan,San Miguel,Bohol,Region VII (Central Visayas),R," 1,291 "
Lambug,Badian,Cebu,Region VII (Central Visayas),R," 1,707 "
Cajel,Borbon,Cebu,Region VII (Central Visayas),R," 1,543 "
Calero,Liloan,Cebu,Region VII (Central Visayas),U," 6,821 "
Western Poblacion,Poro,Cebu,Region VII (Central Visayas),R," 1,528 "
Bulwang,Tuburan,Cebu,Region VII (Central Visayas),R, 639 
McArthur,Tudela,Cebu,Region VII (Central Visayas),R," 1,533 "
Tagbino,Vallehermoso,Negros Oriental,Region VII (Central Visayas),R," 4,081 "
Bolot,Enrique Villanueva,Siquijor,Region VII (Central Visayas),R, 202 
Calunasan,Maria,Siquijor,Region VII (Central Visayas),R, 643 
Ambacan,City of Baybay,Leyte,Region VIII (Eastern Visayas),R, 516 
Villa Patria,Burauen,Leyte,Region VIII (Eastern Visayas),R, 215 
Tabu,Dulag,Leyte,Region VIII (Eastern Visayas),R," 1,404 "
Poblacion Zone 1,Mayorga,Leyte,Region VIII (Eastern Visayas),R," 1,180 "
Patong,Pastrana,Leyte,Region VIII (Eastern Visayas),R, 399 
Bobolosan,Laoang,Northern Samar,Region VIII (Eastern Visayas),R," 1,548 "
Naparasan,Mapanas,Northern Samar,Region VIII (Eastern Visayas),R, 521 
Tinampo ,Palapag,Northern Samar,Region VIII (Eastern Visayas),R," 2,859 "
Lagundi,City of Catbalogan ,Samar,Region VIII (Eastern Visayas),R," 1,023 "
Concord,Hinabangan,Samar,Region VIII (Eastern Visayas),R, 780 
Concepcion,Paranas,Samar,Region VIII (Eastern Visayas),R, 584 
Bactul II,City of Maasin ,Southern Leyte,Region VIII (Eastern Visayas),R, 581 
Magatas,Sogod,Southern Leyte,Region VIII (Eastern Visayas),R," 1,485 "
